"deezer_15515","musico_11278","4.0"
"deezer_3375","musico_2464","7.0"
"deezer_19018","musico_2389","7.0"
"deezer_15692","musico_4732","7.0"
"deezer_8031","musico_3810","6.0"
"deezer_12567","musico_7882","5.0"
"deezer_10944","musico_552","4.0"
"deezer_12503","musico_555","7.0"
"deezer_4858","musico_11234","1.0"
"deezer_4720","musico_583","5.0"
"deezer_4926","musico_4394","7.0"
"deezer_7278","musico_10342","6.0"
"deezer_4322","musico_1540","5.0"
"deezer_4045","musico_4352","5.0"
"deezer_14509","musico_3301","5.0"
"deezer_6683","musico_3278","3.0"
"deezer_9716","musico_2136","7.0"
"deezer_10974","musico_5125","7.0"
"deezer_73","musico_5052","7.0"
"deezer_12991","musico_938","6.0"
"deezer_2784","musico_372","9.0"
"deezer_14792","musico_4366","8.0"
"deezer_4553","musico_4231","4.0"
"deezer_6598","musico_2644","10.0"
"deezer_17999","musico_1022","18.0"
"deezer_14404","musico_4102","7.0"
"deezer_3360","musico_999","1.0"
"deezer_5134","musico_7923","7.0"
"deezer_7119","musico_2447","3.0"
"deezer_14567","musico_8137","5.0"
"deezer_4460","musico_189","9.0"
"deezer_2064","musico_400","4.0"
"deezer_7908","musico_6656","2.0"
"deezer_14646","musico_6853","2.0"
"deezer_7960","musico_3451","6.0"
"deezer_15999","musico_6535","6.0"
"deezer_5524","musico_7703","6.0"
"deezer_6458","musico_3117","4.0"
"deezer_18292","musico_690","5.0"
"deezer_13081","musico_7772","7.0"
"deezer_16170","musico_1834","6.0"
"deezer_10488","musico_5681","3.0"
"deezer_2631","musico_4922","11.0"
"deezer_2853","musico_2447","5.0"
"deezer_14649","musico_10971","6.0"
"deezer_3205","musico_1170","4.0"
"deezer_920","musico_1301","6.0"
"deezer_5916","musico_552","7.0"
"deezer_6945","musico_10921","5.0"
"deezer_14282","musico_10414","9.0"
"deezer_3184","musico_2625","7.0"
"deezer_9947","musico_4592","7.0"
"deezer_1127","musico_3100","7.0"
"deezer_6769","musico_9580","3.0"
"deezer_2786","musico_4195","5.0"
"deezer_15446","musico_6547","4.0"
"deezer_21234","musico_240","4.0"
"deezer_2359","musico_5611","15.0"
"deezer_25986","musico_10915","16.0"
"deezer_2100","musico_10387","7.0"
"deezer_10012","musico_1247","5.0"
"deezer_17328","musico_2696","6.0"
"deezer_11813","musico_2503","4.0"
"deezer_20141","musico_7574","8.0"
"deezer_7274","musico_7193","6.0"
"deezer_18895","musico_7766","4.0"
"deezer_2568","musico_7695","4.0"
"deezer_13235","musico_1729","3.0"
"deezer_6230","musico_849","6.0"
"deezer_17728","musico_4552","6.0"
"deezer_7310","musico_9699","11.0"
"deezer_11472","musico_3322","8.0"
"deezer_2560","musico_3289","4.0"
"deezer_4985","musico_4722","9.0"
"deezer_16296","musico_2281","6.0"
"deezer_11223","musico_2256","6.0"
"deezer_11324","musico_2668","6.0"
"deezer_19249","musico_4827","19.0"
"deezer_11188","musico_5939","6.0"
"deezer_685","musico_760","18.0"
"deezer_4955","musico_3366","5.0"
"deezer_12425","musico_1497","5.0"
"deezer_3358","musico_5590","5.0"
"deezer_22451","musico_7091","15.0"
"deezer_23985","musico_5254","12.0"
"deezer_3369","musico_5493","7.0"
"deezer_8162","musico_224","8.0"
"deezer_1372","musico_9972","3.0"
"deezer_9222","musico_2735","6.0"
"deezer_12575","musico_2593","6.0"
