"spotify_42659","deezer_19394","0.5"
"spotify_25373","deezer_17963","0.5"
"spotify_38754","deezer_15347","1.0"
"spotify_38634","deezer_15339","1.0"
"spotify_31323","deezer_20806","1.0"
"spotify_27956","deezer_20412","0.6226190476190476"
"spotify_42280","deezer_19959","1.0"
"spotify_13147","deezer_3468","1.0"
"spotify_5904","deezer_17085","1.0"
"spotify_39019","deezer_15673","1.0"
"spotify_42305","deezer_19006","0.5416666666666667"
"spotify_27908","deezer_16868","0.75"
"spotify_18099","deezer_14756","1.0"
"spotify_29851","deezer_17414","0.525"
"spotify_13854","deezer_530","1.0"
"spotify_789","deezer_8941","0.75"
"spotify_16777","deezer_15899","0.5"
"spotify_18593","deezer_12357","0.75"
"spotify_19735","deezer_12491","0.5"
"spotify_38986","deezer_25991","1.0"
"spotify_3451","deezer_17664","1.0"
"spotify_11993","deezer_17127","0.5"
"spotify_5929","deezer_1435","1.0"
"spotify_38588","deezer_15164","1.0"
"spotify_41234","deezer_17920","1.0"
"spotify_22110","deezer_19282","0.5"
"spotify_3612","deezer_15199","1.0"
"spotify_40447","deezer_16965","0.5"
"spotify_13851","deezer_11015","1.0"
"spotify_33902","deezer_16097","1.0"
"spotify_5763","deezer_907","0.5"
"spotify_40817","deezer_17480","0.75"
"spotify_27040","deezer_16475","0.646551724137931"
"spotify_38147","deezer_14628","1.0"
"spotify_37749","deezer_14521","1.0"
"spotify_24326","deezer_20077","0.75"
"spotify_41272","deezer_17962","1.0"
"spotify_32344","deezer_18938","0.5"
"spotify_25569","deezer_16825","1.0"
"spotify_25908","deezer_18745","0.75"
"spotify_24666","deezer_21337","0.75"
"spotify_13825","deezer_19556","0.75"
"spotify_1041","deezer_20505","0.9"
"spotify_13138","deezer_3452","1.0"
"spotify_25701","deezer_16389","0.65"
"spotify_24379","deezer_11255","0.5"
"spotify_21482","deezer_19197","1.0"
"spotify_13871","deezer_15612","0.5"
"spotify_39005","deezer_15641","1.0"
"spotify_38454","deezer_15169","1.0"
"spotify_14152","deezer_13069","0.5"
"spotify_38966","deezer_25973","0.75"
