"spotify_211","musico_10764","1.0"
"spotify_41206","musico_4662","1.0"
"spotify_42693","musico_6396","1.0"
"spotify_40252","musico_3340","1.0"
"spotify_42647","musico_6347","1.0"
"spotify_38053","musico_259","1.0"
"spotify_41208","musico_4664","1.0"
"spotify_40184","musico_3251","1.0"
"spotify_42651","musico_6351","1.0"
"spotify_40183","musico_3250","1.0"
"spotify_41910","musico_5510","0.5"
"spotify_1185","musico_852","1.0"
"spotify_40179","musico_3246","0.75"
"spotify_26142","musico_1601","0.75"
"spotify_12456","musico_1593","1.0"
"spotify_39358","musico_2133","1.0"
"spotify_36700","musico_7601","0.8819444444444444"
"spotify_40253","musico_3341","1.0"
"spotify_42666","musico_6368","1.0"
"spotify_40258","musico_3347","1.0"
"spotify_36489","musico_642","1.0"
"spotify_39603","musico_2455","1.0"
"spotify_41916","musico_5517","1.0"
"spotify_217","musico_7606","1.0"
"spotify_38988","musico_1677","1.0"
"spotify_39604","musico_2456","1.0"
"spotify_37904","musico_47","1.0"
"spotify_40270","musico_3366","1.0"
"spotify_38536","musico_1033","1.0"
"spotify_39751","musico_2655","1.0"
"spotify_38176","musico_428","1.0"
"spotify_38043","musico_249","1.0"
"spotify_42644","musico_6343","1.0"
"spotify_40273","musico_3369","1.0"
"spotify_42643","musico_6342","1.0"
"spotify_38219","musico_492","1.0"
"spotify_30984","musico_719","1.0"
"spotify_38838","musico_1478","1.0"
"spotify_12044","musico_203","1.0"
"spotify_40271","musico_3367","1.0"
"spotify_41911","musico_5510","1.0"
"spotify_25498","musico_3998","0.75"
"spotify_41868","musico_5462","1.0"
"spotify_41896","musico_5494","1.0"
"spotify_25833","musico_2029","0.75"
"spotify_18114","musico_149","0.75"
"spotify_24296","musico_9835","0.75"
"spotify_5896","musico_3422","1.0"
"spotify_24623","musico_8556","0.625"
"spotify_39942","musico_2916","1.0"
"spotify_11934","musico_551","0.75"
"spotify_40708","musico_4020","0.75"
"spotify_42627","musico_6326","0.75"
"spotify_42628","musico_6327","1.0"
"spotify_40800","musico_4142","1.0"
"spotify_40178","musico_3245","1.0"
"spotify_31437","musico_8202","1.0"
"spotify_28016","musico_11021","0.75"
"spotify_41894","musico_5491","1.0"
"spotify_37902","musico_44","1.0"
"spotify_696","musico_3686","1.0"
"spotify_38800","musico_1421","1.0"
"spotify_11965","musico_1521","1.0"
"spotify_31403","musico_9756","1.0"
"spotify_958","musico_7990","1.0"
"spotify_24423","musico_9260","0.5"
"spotify_25449","musico_4220","0.5"
"spotify_38387","musico_801","1.0"
"spotify_38386","musico_800","1.0"
"spotify_42692","musico_6395","1.0"
"spotify_25877","musico_1785","0.9166666666666666"
"spotify_42690","musico_6393","0.75"
"spotify_42089","musico_5718","1.0"
"spotify_42648","musico_6348","1.0"
"spotify_42667","musico_6369","1.0"
"spotify_38820","musico_1447","1.0"
"spotify_42646","musico_6346","1.0"
"spotify_41207","musico_4663","0.75"
"spotify_41705","musico_5279","1.0"
"spotify_42694","musico_6397","1.0"
"spotify_40385","musico_3523","1.0"
"spotify_41710","musico_5284","1.0"
"spotify_12042","musico_204","1.0"
"spotify_42652","musico_6352","1.0"
"spotify_25113","musico_6278","0.5"
"spotify_25864","musico_1778","0.9166666666666666"
"spotify_270","musico_7101","0.875"
"spotify_28283","musico_287","0.5"
"spotify_42665","musico_6367","1.0"
"spotify_12457","musico_1592","1.0"
"spotify_42696","musico_6399","1.0"
"spotify_18714","musico_8463","1.0"
"spotify_14954","musico_1277","1.0"
"spotify_40945","musico_4335","1.0"
"spotify_12862","musico_686","1.0"
"spotify_42674","musico_6377","1.0"
"spotify_25726","musico_2358","1.0"
"spotify_38987","musico_1674","0.75"
"spotify_41933","musico_5536","1.0"
"spotify_41931","musico_5534","1.0"
"spotify_38535","musico_1032","1.0"
"spotify_38177","musico_429","1.0"
"spotify_27114","musico_4263","1.0"
"spotify_38042","musico_248","1.0"
"spotify_2883","musico_731","1.0"
"spotify_17094","musico_893","0.75"
"spotify_40272","musico_3368","1.0"
"spotify_24967","musico_1106","0.5"
"spotify_38019","musico_215","1.0"
"spotify_5879","musico_2943","1.0"
"spotify_38024","musico_220","1.0"
"spotify_25000","musico_756","1.0"
"spotify_30192","musico_3188","1.0"
"spotify_38821","musico_1449","1.0"
"spotify_41932","musico_5535","1.0"
"spotify_24261","musico_9093","1.0"
"spotify_38171","musico_420","1.0"
"spotify_824","musico_4240","0.5"
"spotify_41869","musico_5463","1.0"
"spotify_40556","musico_3784","1.0"
"spotify_40074","musico_3090","1.0"
"spotify_40126","musico_3167","1.0"
"spotify_39359","musico_2135","1.0"
"spotify_41614","musico_5165","1.0"
"spotify_41895","musico_5492","1.0"
"spotify_42664","musico_6366","1.0"
"spotify_41332","musico_4818","1.0"
"spotify_40259","musico_3349","1.0"
"spotify_41917","musico_5519","1.0"
"spotify_42673","musico_6375","1.0"
"spotify_41131","musico_4568","1.0"
"spotify_5783","musico_6765","1.0"
"spotify_37903","musico_45","1.0"
"spotify_42650","musico_6350","1.0"
"spotify_33152","musico_1205","0.75"
"spotify_41132","musico_4569","1.0"
"spotify_38034","musico_231","1.0"
"spotify_42671","musico_6373","1.0"
"spotify_42672","musico_6374","1.0"
"spotify_36734","musico_24","1.0"
"spotify_38585","musico_1114","1.0"
"spotify_39752","musico_2657","1.0"
"spotify_826","musico_5807","1.0"
"spotify_38035","musico_232","1.0"
"spotify_42670","musico_6372","1.0"
"spotify_5794","musico_5699","1.0"
"spotify_42695","musico_6398","1.0"
"spotify_14407","musico_921","0.5"
"spotify_38389","musico_808","1.0"
"spotify_42645","musico_6345","1.0"
"spotify_41609","musico_5159","1.0"
"spotify_41952","musico_5558","1.0"
"spotify_41953","musico_5559","1.0"
"spotify_2210","musico_3393","0.5"
"spotify_41951","musico_5557","1.0"
"spotify_27679","musico_1072","0.5"
"spotify_43091","musico_6848","1.0"
"spotify_41608","musico_5158","1.0"
"spotify_41607","musico_5157","1.0"
"spotify_41950","musico_5556","1.0"
"spotify_39961","musico_2939","1.0"
"spotify_42511","musico_6187","1.0"
"spotify_25044","musico_6541","0.5"
"spotify_41611","musico_5161","1.0"
"spotify_41613","musico_5163","1.0"
"spotify_38306","musico_640","1.0"
"spotify_41612","musico_5162","1.0"
"spotify_12202","musico_695","1.0"
"spotify_19999","musico_10544","0.5"
"spotify_40759","musico_4091","1.0"
"spotify_38586","musico_1116","1.0"
"spotify_42086","musico_5712","1.0"
"spotify_39750","musico_2654","1.0"
"spotify_39940","musico_2913","1.0"
"spotify_39882","musico_2830","1.0"
"spotify_42084","musico_5710","1.0"
"spotify_812","musico_6231","0.75"
"spotify_41970","musico_5576","0.75"
"spotify_42085","musico_5711","1.0"
"spotify_41038","musico_1348","0.5"
"spotify_5559","musico_3296","1.0"
"spotify_38587","musico_1119","1.0"
"spotify_5747","musico_4300","1.0"
"spotify_25158","musico_5819","0.5"
"spotify_18875","musico_1394","1.0"
"spotify_39357","musico_2131","1.0"
"spotify_38244","musico_2729","0.5"
"spotify_41617","musico_5168","1.0"
"spotify_41615","musico_5166","1.0"
"spotify_38164","musico_411","1.0"
"spotify_11932","musico_553","0.75"
"spotify_38989","musico_1679","1.0"
"spotify_38165","musico_412","1.0"
"spotify_12866","musico_3683","1.0"
"spotify_42629","musico_6328","1.0"
"spotify_38166","musico_413","1.0"
"spotify_39340","musico_2109","1.0"
"spotify_26263","musico_6405","1.0"
"spotify_40426","musico_3581","1.0"
"spotify_38167","musico_414","1.0"
"spotify_27485","musico_9183","1.0"
"spotify_38793","musico_1340","0.5"
"spotify_12899","musico_1656","1.0"
"spotify_38168","musico_415","1.0"
"spotify_14326","musico_6424","0.5"
"spotify_38802","musico_1423","1.0"
"spotify_39753","musico_2658","0.75"
"spotify_41971","musico_5578","1.0"
"spotify_25512","musico_3719","1.0"
"spotify_42088","musico_5715","1.0"
"spotify_25235","musico_5407","0.5"
"spotify_41935","musico_5539","1.0"
"spotify_25739","musico_2414","0.75"
"spotify_38388","musico_803","1.0"
"spotify_244","musico_6725","1.0"
"spotify_19083","musico_6007","0.5"
"spotify_39401","musico_10938","0.5"
"spotify_40386","musico_3524","1.0"
"spotify_38052","musico_258","1.0"
"spotify_24744","musico_7794","1.0"
"spotify_39215","musico_1951","1.0"
"spotify_38500","musico_979","1.0"
"spotify_18709","musico_5442","1.0"
"spotify_40801","musico_4143","1.0"
"spotify_5826","musico_2844","1.0"
"spotify_40076","musico_3093","1.0"
"spotify_40075","musico_3092","1.0"
"spotify_42512","musico_6188","1.0"
"spotify_39944","musico_2919","1.0"
"spotify_4082","musico_2196","1.0"
"spotify_3699","musico_2221","1.0"
"spotify_38307","musico_641","1.0"
"spotify_40418","musico_3570","1.0"
"spotify_1180","musico_193","1.0"
